 House Courage Kindness Lucidity Intelligence Creativity Loyalty "Cold blood" Sincerity Ambition Wisdom
151 Gryffindor 3.560790823952569 3.7859110664743056 4.146320991735745 4.919325757854587 9.025650914649685 5.879650141219495 5.220044110064908 2.011012658658248 6.220969657064963 3.265956945479024
152 Gryffindor 2.368630757331082 2.2352538886735123 5.940557704199836 6.305753118369855 7.346678573521308 3.504546763927955 4.24017460545629 5.0618485752337214 3.199808302628449 4.404181532716414
153 Gryffindor 4.958835988141221 5.272658385335097 4.224801570987815 4.843035721058315 5.578314780456911 5.8906239236628855 3.341672559488093 6.524922778268788 4.049622870752519 6.043627552570294
154 Gryffindor 4.145776362432649 6.570220209592198 6.448267848599533 5.016123013150795 6.027140840420219 4.190344811409401 4.232162772164118 8.34867647426041 7.001988627866966 6.301521621147019
155 Gryffindor 3.5447686398469997 5.266000153863243 7.086938398603086 6.433062562834393 5.525273332551567 3.518870624824047 3.1589774834315265 4.7246708024441375 7.1339272169563825 5.891039180499162
156 Gryffindor 4.118031535573527 3.182587995789068 3.8503751697851305 0.39582318824024576 7.181766246065654 3.261017229913108 5.033492385978848 10.0 2.9912312361570494 5.1139053559924195
157 Gryffindor 6.246054388622042 4.098499821805393 7.303327991256104 4.38252288934542 6.6668198672184245 4.876030077651682 5.723748793981533 6.838489630103326 2.7524050827344153 4.49974006181022
158 Gryffindor 4.335999968433474 4.884167018055676 2.9616391903732957 6.878479552029551 5.413529103860512 3.5610867696118516 2.8203432772631247 3.645621490303548 7.420031253014107 3.2626442853732573
159 Gryffindor 4.519255402489719 2.179743698431821 5.269937565138213 7.457018329592238 2.725942868204867 4.637448647246142 5.935289562018664 6.060082781134627 2.812705176248304 4.034967226218426
160 Gryffindor 3.563024972545434 5.727117815174746 6.590030714467133 4.906984969399174 6.412414063486662 7.642153661978454 3.974832690765139 3.9355004237448847 2.0688807821403414 7.5730346871615914
161 Gryffindor 4.208037331692315 4.709592811745679 7.3730752132336335 6.82171753623784 6.115653573163751 7.053957435252839 3.1627574332243666 6.277768771481175 2.570944711444661 3.6712078422217336
162 Gryffindor 5.24920530899993 2.2403186598418348 3.3170834945957033 2.31797832657164 4.278746988952886 7.174135661608142 3.050940863092986 8.308685507693374 0.12128389591760665 5.89502657409966
163 Gryffindor 3.8509082958898384 5.9166395968364345 2.8283686488438713 6.260905218718448 6.542412656222113 4.479403863364436 4.471978998280027 3.7401661145070495 3.8088511278185093 2.7912807120388234
164 Gryffindor 5.3128396561092535 5.817405897083137 2.429405086129751 6.662449815475348 3.7092883854571346 6.412957454282915 4.3735440102438625 5.269609980673968 2.5453137730000326 3.341343508874321
165 Gryffindor 2.5487086989323133 1.9088682266615355 2.6425323485563297 2.0161440668836343 8.020261362477878 2.3041432813243223 5.17968579960424 4.122744436453046 5.621255952873914 2.5193293126583995
166 Gryffindor 4.47796148195871 4.374992652834142 5.956599225826725 2.8765571725049655 6.509026459880966 2.6640791295949624 2.9000532293963452 5.18456034880439 3.463488249082137 4.551116183913695
167 Gryffindor 2.2131548733753856 5.765255269323929 5.108974537637183 5.731872833891915 3.684553946410656 4.587864510098996 3.8337443040617494 7.536023590151442 1.893899666594367 2.2205597748528163
168 Gryffindor 4.361431415383111 4.097261201937653 6.060756405858773 2.277346860550634 1.671905284718579 2.273262957545626 3.1512178149912 5.8688283766689695 3.552111134177181 7.436667269189872
169 Gryffindor 2.8807056798378436 8.072014609740807 4.523136731987999 8.201957348617471 8.813895527053804 7.306984597979146 3.9519593680001055 4.876252030718461 5.864059500809527 3.9696691929153998
170 Gryffindor 2.6584825885016548 4.34596754889257 0.5921809558450291 3.372423756584373 4.659544822944138 2.5005234920905197 3.4798619954774432 6.449580608614129 4.535132038256118 4.347996668109151
171 Gryffindor 3.765421500942612 4.100669542192933 4.986829841600107 6.223318854385597 6.24289081156252 7.200883804642052 3.631313748290655 5.185193717581214 3.9171454238904078 6.761114532469311
172 Gryffindor 4.574620702268616 3.286833550713826 4.095991650091174 5.074669935420041 7.925096774357253 5.683923135708607 5.510031931929719 6.055846201472982 3.8590439121713875 4.543936753327776
173 Gryffindor 4.949614807352803 2.1988096697317534 7.176994118104162 0.9503600621570957 9.058108304344902 4.820097439503036 6.032797833838263 4.74697096672468 6.158720644396658 4.970295681892068
174 Gryffindor 2.8635968428145353 4.985808794296465 3.4838517347697238 5.205507899452005 1.4642261834357209 6.954871117550853 4.995642451283676 1.9327599039542478 7.006450686527531 8.286985557814612
175 Gryffindor 4.234947854197172 4.95034118452726 5.847576219636567 4.280944132494348 1.2240395495427636 3.852774803103186 3.963337053280384 5.6813817198434515 4.903002671477589 2.8236265816578996
176 Gryffindor 4.237150332665006 2.1239186943845847 5.567584686123799 3.6203829042627396 0.0 4.280896966803612 4.396755039086111 4.625574520183736 2.8140026153417557 3.9699683518270024
177 Gryffindor 4.023188345849468 7.968953185069395 5.845028707057843 2.9217597785800087 5.946309195836848 4.291632341956962 2.835023296485443 4.394681757289815 3.9612510459703882 6.239485463431855
178 Gryffindor 5.810673847474732 2.256528583467728 4.82274768005159 7.5633275319967765 5.52514485161349 4.9485509946095405 3.9434132770495225 4.895455432706135 3.7476521293844773 0.39814896312773657
179 Gryffindor 2.872002956773766 4.196030372433601 4.775434112762554 2.51491800262537 5.687753167519428 7.507439941941884 4.114625226318023 7.519536821119898 1.9208945369641222 7.253252504271349
180 Gryffindor 4.215262466152628 3.6182006662839727 3.246977096853885 2.079040576945333 3.9134807756659127 6.023331213024134 4.069745695067152 4.312199800974708 6.6537222420574205 5.690117503279359
181 Gryffindor 5.1219999873401605 4.459863062956749 4.070318061440434 3.29164957917203 4.812146264114235 5.919718426518212 4.306662468277836 6.187318403187443 5.159891442497501 6.0836470157672204
182 Gryffindor 2.8476494211231635 3.406942549008197 5.544132789096312 4.528170115777573 3.163798058239932 2.5098514312119784 3.4416521645413 8.750786135533222 2.339333898801546 4.136615447446531
183 Gryffindor 3.474860408838593 5.192804054532526 5.575806771069138 1.4153208996620954 5.034959019077611 4.857594124823097 5.454970781245622 5.814562449292071 6.7783627254198215 5.352541748609509
184 Gryffindor 4.42175475634674 5.135251339557686 3.1264531806899107 2.606752335155278 5.183673573187162 3.6858584250744397 2.8295262183228367 6.42335480198126 5.373437711688009 4.868684024048227
185 Gryffindor 5.255574773489133 4.541811391367416 5.3963884130020565 7.622421814269336 6.265503529577115 3.2678759927932384 3.651989934279883 3.8113458533693985 1.885372736730642 0.9025168288540006
186 Gryffindor 4.60193899904256 4.534686129868025 3.925441920123498 6.6005636305289155 1.7507710265597285 3.7982053004398524 5.270496975214256 4.006619452244798 3.230078855784548 3.9719641767348217
187 Gryffindor 4.626738352206917 2.966347583555908 3.8415629236077535 4.978006279309008 3.3446050430172036 3.2341348636506244 3.267129163052611 2.262704772245953 3.557448576330462 6.477784507264971
188 Gryffindor 4.105203927539877 3.6396327112352127 1.075784180645223 4.030986650448804 3.385987772752062 7.448035799734408 5.124084350672378 5.4140920333927545 5.332852541997219 4.302818345430682
189 Gryffindor 5.25961395214935 10.0 2.938879347176355 5.70379786589722 9.894278656998157 4.750686662178091 5.90630534574807 2.854044088760122 5.739978401986365 6.8465711260624715
190 Gryffindor 3.6446633685493066 4.204285791359776 2.6884091484274366 6.156564785040942 5.467620596794936 5.554269262393462 3.2988746622451806 4.553463474726017 5.515319388300001 3.9099819035934216
191 Gryffindor 4.795918904024027 3.8977073369033057 2.599359752541039 5.376260069674975 7.584664166271978 3.830433718892335 3.293660118879428 3.9399242051758625 6.0458062632975285 6.384722001466329
192 Gryffindor 4.695651955839299 5.44643602607162 4.965063374174897 4.215279845043682 8.827836940063985 5.828082949974485 2.779555017029366 5.701553698377411 2.2699421548696974 3.949249168767592
193 Gryffindor 3.9344436343606035 2.3897035553482002 1.4498467525007124 4.290351614674136 5.2301986210674904 2.003462552983015 4.197914566136491 6.130326547926865 1.6367322420738977 4.794933323771985
194 Gryffindor 4.768034633278669 5.7475821982519335 3.748016469949879 5.179616327551916 6.800824968453611 5.209939629554059 3.4133896590418904 5.335117250541317 4.43314666107593 7.267262998733371
195 Gryffindor 3.694587808963969 5.953779358420905 1.7375504602454492 6.098504679593846 5.734912824498214 3.237283162217496 2.7885302977134456 6.603490417426303 2.4754533566339387 7.177104121303789
196 Gryffindor 3.7485600120622444 3.965052392879096 4.7621047535279475 4.00062734384169 6.783551528065107 5.174416551623211 4.365620323445044 4.663750058028563 3.787674685122606 6.091984045357521
197 Gryffindor 5.299717952474053 4.790155650274494 2.018487309213696 0.9896351483645227 5.965680951416221 2.3514510727337194 4.667126655207504 6.055967462747283 5.1936954330086325 3.6201777245662496
198 Gryffindor 4.437301971649391 4.957358166826263 3.1163279399480093 5.370534593525739 4.713301067963974 8.369590358645956 4.454182182268445 3.3952981879238537 4.416433415939416 4.9944328742660815
199 Gryffindor 4.606308102937335 3.4099274458020834 6.72678407068254 7.598585810122777 4.602598782919161 3.103702564656461 3.3189231478496497 7.942787325430375 4.777522836808245 4.949312158931553
200 Ravenclaw 6.867440115257112 3.2128801677851127 5.335107544137213 6.515930448603241 3.8572646732328204 0.0 3.880960011012929 6.011815320017523 2.3254730879461887 3.6732844918022596
201 Ravenclaw 6.912660449334807 3.4492657683410495 2.1955019771828335 5.511556032134823 3.0933563613196995 0.8175566748437548 4.401684576819829 7.164628183666176 3.4321266663296983 7.052040282469296
202 Ravenclaw 8.056677503094123 4.3327711459961495 5.29853228598234 6.6332203847420335 5.8910646239860585 4.5360947439163475 2.863347095412198 5.068550454015384 6.906337912193959 3.5774512986921945
203 Ravenclaw 7.173173747989816 6.003686879774283 3.96937790908476 1.9981424596807704 6.732995723872694 5.776842247060196 4.176608865195409 4.472169069083575 9.139257158581026 5.163208620571618
204 Ravenclaw 6.620895649040644 3.449635626503194 4.812302269675066 3.738594531359812 5.625464264763368 2.92269419313238 1.3943628732423718 7.359591778055106 4.228959985442773 5.122186988203945
205 Ravenclaw 7.542338152795854 3.7576176384194766 3.718591686584557 1.9629611834834675 1.6332232144563243 4.285730903973291 4.60604109957293 4.42934443136086 3.0521275951713593 2.7572178902315687
206 Ravenclaw 6.4423819780661 1.0938851726537215 2.797649132914868 1.4875500032869393 6.043310179861999 2.245453274439653 2.9556725054356656 3.4268693808914574 4.939374042346373 0.4669598048580293
207 Ravenclaw 8.39675617128659 6.179611016968645 10.0 5.518069309243999 6.023092460534296 4.6557991893542034 4.091042485578926 6.637375526804432 2.0892085402339617 4.884713193892118
208 Ravenclaw 6.217397254072249 4.253523825117681 3.7386685597830023 4.109035024618185 7.200938575290635 4.976706497843571 4.244748196413375 5.592339768979057 4.31428524537064 7.952644306727793
209 Ravenclaw 6.004372200888667 2.9978304910494575 3.2400188978590827 4.180519433391647 6.150551492196764 2.649340034318057 3.7246137716833316 7.105458791210051 6.467022520904303 4.16869770056015
210 Ravenclaw 5.784033317755766 5.224680490878977 3.091541311221437 6.351806558091683 5.782224729989145 7.442001891526871 3.540018297826092 4.372858060309509 3.5284896678537816 4.876993435194101
211 Ravenclaw 6.957806466406505 4.180266987909634 6.428809603477389 4.323758204912381 5.7769810561307455 1.727876390346568 3.6792919056971116 7.818117418397794 7.0186692579275025 4.613389922751308
212 Ravenclaw 5.904372108552607 5.394345974813497 7.072715562199554 6.081974845195694 4.590409694307948 2.4796103546109944 4.433994534562277 5.249268314510003 2.7161309296460425 2.7986514363216406
213 Ravenclaw 5.853197546221726 5.640231974328155 0.6670665129119571 5.944775700518256 5.717544092937437 3.3984504343293183 4.878034570271186 0.3768100281738457 7.22719838296914 2.164531036367064
214 Ravenclaw 5.613365891145574 6.701838430670163 4.398575939948512 5.681627747141286 5.3012070927793244 5.5794132447545 4.9823771253202915 3.8405155118830905 2.919714228752433 5.386646763597003
215 Ravenclaw 6.748959259665204 4.385710304662117 3.9471299552374335 2.883917919571673 3.9652990662251844 6.200734549179651 4.671144652945761 3.7257286626893524 5.901305954416739 3.525569329027558
216 Ravenclaw 6.298264751752072 5.139628489664451 8.282412335060421 2.517629015586928 4.11085994229993 2.21111067302544 4.942855257779902 6.347450692827375 3.728800552189351 5.0323812714769005
217 Ravenclaw 6.024459968884438 8.35391459163232 2.196342476949471 0.0 3.2659427402085224 4.833544438047215 3.8048199853398805 6.46331677600291 3.4109910963396883 2.2369831525064954
218 Ravenclaw 4.96921195387107 1.4198930754996864 7.836465329586446 5.496279295032377 5.127199184796782 1.1069407319311648 5.252342845313071 6.8801619547366455 6.805287410587284 3.6790114219677745
219 Ravenclaw 7.182840677857204 3.51671543516497 6.88706394825507 6.412517740157597 4.3869899745935514 6.481523201078666 2.8371847781866535 5.502601608754144 4.1660102577025855 2.057653302901939
220 Ravenclaw 6.469695107665712 3.2081475742282475 7.269120272913705 5.416989858393757 3.9812343397936365 6.348752356592095 4.590697874028845 6.863728903931346 6.743450474677781 6.847224817866781
221 Ravenclaw 6.951949441898716 6.853829464908459 7.557827426746529 7.541835664005426 7.256900329812254 2.497539144311795 4.22683466305031 5.495774783907892 5.468197150589944 3.6649888485668933
222 Ravenclaw 6.185682004958581 5.533725883052244 3.80999424814473 3.875956881731297 4.824513667535487 6.7337255384400985 4.071634610889055 4.381386764475559 5.3194961190008785 4.17882551514057
223 Ravenclaw 4.257440651134757 3.7080935914714304 4.017427804742273 4.390176349915315 5.667657478861626 4.25327822913135 2.8264865154853354 6.863325389202307 1.8800000146682985 6.1728359466914915
224 Ravenclaw 7.590142575809921 5.338597518050147 8.404245127884112 0.8697199019574187 5.135520966480999 1.1031075768377747 5.600665811599098 5.427104249815516 5.434679912048224 1.1091042050423983
225 Ravenclaw 6.5276845628335005 2.329203349120042 2.194633242113644 2.9818516785130793 3.0225817165078683 6.859888714993547 5.0752194655327045 4.0489209513702695 5.050289118442736 5.848529957965506
226 Ravenclaw 6.410569949681444 3.7192025363234693 5.8131815603535 2.493988390403651 5.974924347538737 4.369314111261779 4.938758881343949 6.151499531269896 5.073227821203666 6.483452438321998
227 Ravenclaw 5.59237609620792 9.178057197625042 6.1613478147034595 6.776506246065886 5.573815669147341 4.170355090535917 3.4885676831251717 3.535319997343851 5.131616941329255 2.5178841551641695
228 Ravenclaw 6.24943264246285 4.712975530521988 3.6809840193598435 6.389133218233322 3.194302697851583 5.570306189719597 3.937368980758408 5.661002939678966 3.3180817222423546 3.441509260461534
229 Ravenclaw 6.171067829758534 6.285151866180474 3.9411843477617383 5.178836950205468 4.363532019923509 2.585444875795619 1.4479321267507697 4.007073169232286 1.5693726032833342 3.294414911782412
230 Ravenclaw 7.2522983449212335 7.602815638268567 5.051179599122863 0.674428243323987 4.309798402203245 5.848609887391919 2.9386208214918272 7.887700073842917 3.2399358348095575 2.957298136765666
231 Ravenclaw 4.625408284595055 3.365151090034031 5.453249219819806 2.967558233194581 7.674810170296004 2.8827767297851885 3.268626903116591 7.194027175075823 5.238446275722057 2.529318456943192
232 Ravenclaw 6.442377818204476 9.382449450950265 5.975386436024656 2.3761569078046643 6.677396681413731 5.657412059727549 3.3697528053750903 5.955643660688783 4.312175533576616 4.804318871739089
233 Ravenclaw 5.920516901472564 2.830691331372341 5.4529169927782375 5.667391713683764 5.51063932926724 2.861253335781761 6.00474086665646 10.0 4.134464974463266 4.6550837418216435
234 Ravenclaw 7.036718927670697 2.555319995571392 6.275312241471046 1.3269597594617957 7.401015175322413 4.945468100398379 4.237568919165565 4.898225683233978 2.8464122151412696 7.388084518430391
235 Ravenclaw 6.974284471521998 2.536060400095227 5.239099115930593 2.681298093459816 7.859059097734691 6.876659927596114 4.110189460633107 5.138292088043181 1.0487960987792926 2.376884781207459
236 Ravenclaw 6.205881194701492 6.669043515684975 2.9905669014267993 5.8042047944209605 5.787003236622437 3.602156792875472 4.996766883433921 5.527937499756961 9.980735930385894 1.8814587886529814
237 Ravenclaw 6.396223274628486 5.600706855976062 4.585849710349492 1.8926291496750816 6.083303998758036 7.212873325784437 3.128901850989044 7.38501117829498 6.830623641302584 4.444196262933966
238 Ravenclaw 7.072251174329097 4.161463430938784 5.77812699516778 8.028078466752259 4.9269116159590585 4.321912582058226 3.207278455235375 0.0 2.494568281335786 2.1063180196386355
239 Ravenclaw 5.383134322886946 7.244743363228954 4.096483489618205 4.349879385304327 5.711997764172773 4.74993301847817 2.482114216781099 8.246169190525851 2.1910187307716065 4.281538595553744
240 Ravenclaw 4.723671828397672 7.154204277311313 3.1943515593369605 2.560831614464338 3.0679405584893726 5.568453523177377 1.9296995524257265 7.071930931300105 1.04459589129978 8.148248096848636
241 Ravenclaw 6.980868251312578 3.4057884986876723 7.50143649922834 0.14587639848997402 1.9977031023283651 5.33345707843203 4.538836413660618 6.72450106869894 5.018809248577998 3.8024524556153616
242 Ravenclaw 7.29752541705471 4.827865408399412 6.285891636741558 3.40903018688637 6.633492060374316 4.498627033662514 4.540299007980062 2.619647857554429 7.001689959145944 1.926232031354488
243 Ravenclaw 6.154331376137931 2.767978333133714 7.54527652454477 8.922040545994918 6.725085426312829 2.3652495806165352 2.4141934688256734 5.662533002252783 4.88964412272904 7.945409566853142
244 Ravenclaw 8.440785108739801 6.63207151941426 5.937104850173984 1.9347063857283882 1.5461209685845447 3.8902317893060334 2.7722042495764 6.086673557278739 4.2405644649042 3.7020450865968257
245 Ravenclaw 5.6788979073946155 4.346762017512017 2.8301472658126507 6.332317502241448 4.364099793206952 6.151645713762921 2.967842028885997 5.831271248453694 9.64506552818093 3.642474142778915
246 Ravenclaw 7.970171557845251 4.1077403405339865 3.8283997371475866 2.737402253459042 3.964548954736073 1.2215628474931097 4.159418876419341 4.622733795252794 4.2990968198823785 3.4001646963579173
247 Ravenclaw 6.149610523617875 5.904057104722416 6.155931312885043 5.353985748255345 3.1562089606447348 5.4194871324607625 3.930826386054382 4.199644936064573 9.027958767642243 4.425605225492195
248 Ravenclaw 7.551222878271868 0.6999151618178205 1.8696591099881423 1.183470428988254 8.040680791862226 1.3823767404197482 3.3170038626743317 6.478913545766478 7.6066175298419605 6.437017993339474
249 Ravenclaw 7.754791823616227 6.959049126611951 8.40531816565875 4.699153393075343 8.075214825790388 3.690176628169655 4.7212963698321895 5.79222491993297 1.189990403167287 5.90267243190262
250 Ravenclaw 6.173878963760674 3.6332691473380048 6.147454160731498 5.049671811671407 10.0 6.23057447482555 5.076613732014675 5.502744015689553 4.03282708785288 2.9421821604685245
251 Ravenclaw 6.135096060766931 2.4882977994186266 5.8515862311913285 2.080744710891259 6.057474016697205 5.758191728474107 4.827090513061471 5.320617459821597 8.364279789827656 6.493641067918521
252 Ravenclaw 5.443601803694557 5.864905461803036 8.859964533283026 3.939129326018356 4.745218816714211 0.44314819361111957 4.983589449071195 6.11464706856332 3.7306768378678083 3.933949168621332
253 Ravenclaw 6.4362635222983835 6.218279629777928 3.783488657021567 8.032104185118138 6.013271317464318 5.637558887959556 3.1116619621299826 5.989636505521915 4.744126342476711 5.020316301342268
254 Ravenclaw 5.9414827817105555 4.008244036804837 4.536556787008354 8.405198144743338 5.5202332307214 1.4756424720345231 4.045076384841306 5.97718678471024 3.794934578873279 4.125392150935323
255 Ravenclaw 6.421101937668233 3.414159146574607 5.718569911999323 4.941543478580996 7.065961950562483 3.996942699182213 2.4581564327774448 3.727812557366005 7.072836492132738 3.331374184611446
256 Ravenclaw 5.938075827332699 1.0348384476598715 5.937799641389951 1.8273790164728976 2.470477126941052 6.865278002949184 2.362500889543243 6.739595890601153 5.194273254356505 1.8021805558689554
257 Ravenclaw 5.536330735723543 5.758711145735097 3.8621585433134342 5.089843038687856 6.477122038224258 2.5010333766939326 2.217184974996006 3.216588620265031 5.496155854653722 3.1870460319973644
258 Ravenclaw 5.5641671380122535 4.407379546372074 5.853923631672352 4.749657862277955 6.5569883229203025 10.0 5.106548947700165 4.648756060522136 7.016485054706337 4.520411547911002
259 Ravenclaw 4.757549902640485 2.903583697604462 5.7121749611724315 3.785184483437028 3.5240659771450717 0.748364170158911 1.2002718120350493 4.974937566165912 5.214106370976515 8.400346785465441
260 Ravenclaw 8.168712191941887 4.982964460515685 6.857805243640303 5.066159365754462 5.661100686326091 5.888368511730003 3.8953834831345917 2.383839035393042 1.9593059822776935 3.113072049884729
261 Ravenclaw 8.145066480818379 5.6724500835831995 3.9608179431607087 2.6363742744660854 5.850145102546814 3.8006112657685116 4.2510402772970615 7.123009523181106 5.635880657552549 4.004805653421331
262 Ravenclaw 7.96627150050602 3.3438931416999957 1.5027721933221536 1.7903223850547654 4.776437279470415 3.730956158131674 3.320170165286444 4.261455271390105 5.6645531010758345 2.501573854310511
263 Ravenclaw 6.251501350391532 3.055156070534678 4.809314254961324 4.965807734138009 0.0 3.75944204124095 1.7151427742276733 6.281383596288731 4.075784311772428 4.0496643435910515
264 Ravenclaw 5.959066590844514 4.615739939351585 8.153052465926212 3.971798817531806 6.344864090296679 3.14888684358678 3.8299612643658305 5.4364508987261475 6.394943640359097 3.2936367895701455
265 Ravenclaw 7.238838110971036 4.535019731147869 5.243069487556957 4.892545135327705 7.424977328273114 2.6946579197239506 4.5740945526141905 6.5717022257459154 7.138524809388313 6.46457099337696
266 Ravenclaw 5.860130592576509 3.3658299274482855 4.991819728190682 5.530913420677374 6.088716320484875 4.851006477540777 3.0490078340700393 6.051887490596535 1.3160854509844326 5.727085324510485
267 Ravenclaw 7.869704884459762 4.79052914579095 2.841359978273195 3.4914089668405217 4.714189762979986 2.233629759304294 4.506650402504548 5.799085663967568 8.44597844970938 1.7516407037018293
268 Ravenclaw 7.848037249212927 7.340563380881586 5.0019098453655255 7.559551374362962 5.529929039008992 7.65340255283281 3.515413915779906 5.7120493134807955 5.675098028225895 5.207872880360595
269 Ravenclaw 6.223915623911224 6.725510905328682 9.104237520371026 5.411919822925136 7.33486919770746 2.892695774360904 4.060730665625993 6.925326086018502 2.863223874586114 1.5034661245854908
270 Ravenclaw 6.2373320210327865 7.35267980437481 5.865931513462983 5.5810601640864155 5.041598424508017 6.603522355176771 4.307431007076181 5.925740488551066 5.969101351373851 3.757333292335847
271 Ravenclaw 7.231263100617177 4.296355775222902 6.63912397848887 7.6578316872805905 4.888311817930623 6.894966741024545 2.154855641892043 5.381154447462908 2.4248839656503747 2.9114862897644778
272 Ravenclaw 6.158212152714087 5.453284384835483 2.9995923085600813 5.368350982682179 4.435294795006744 4.2179198807764005 3.958612804955045 3.69886347225826 4.484336023670262 4.668822478084777
273 Ravenclaw 7.355841209676213 2.5523553578293905 8.251711437817505 5.867881873173758 4.417002010464949 2.984331151502783 3.768919461305404 3.105179765789241 7.693459515733326 0.9839081245216212
274 Ravenclaw 6.174285415686247 4.057321936180994 6.151091757138941 1.953454236165106 8.47343867965422 1.6587515539994246 3.9800739752917806 5.137028787339717 2.3898218735397583 3.9789078780561167
275 Ravenclaw 5.895012571353211 4.641553102154178 3.3140545881110475 2.8147998469530275 5.011393243935772 6.652218484039606 2.94107694039242 4.140662557801795 4.039246209804871 2.7946317853088294
276 Ravenclaw 5.992301001428398 2.93347440928771 5.044528908483069 3.6158741146546474 6.080858714986332 5.323309455764332 5.841111106291176 4.848507007762979 2.278359341930558 2.772566874946204
277 Ravenclaw 5.9675618395702195 5.661864861866015 4.988516934641851 5.538158685227992 6.747286811992542 2.9605193014283353 3.484233983732809 4.484404641562087 4.53116710389061 5.90370045506867
278 Ravenclaw 7.678601631619292 5.038631172902925 3.8417950200147093 3.2672309795738825 6.627490478532275 2.558231605233035 1.7330673895176425 6.558952777808534 3.2422820519080897 2.750749508070716
279 Ravenclaw 7.440334557792519 5.125020277497895 5.314280861605997 3.581428890957147 3.613911219519385 5.985206512263654 4.931142501032592 5.230930428683975 7.845758128244654 2.1284290852077756
280 Ravenclaw 6.925484442689431 2.8630344658027878 7.09382904009683 3.816706932675244 0.9714202373497862 5.438876912938313 3.6425612106575604 3.0943936510899723 2.8240000599912616 6.064641356512964
281 Ravenclaw 6.482675000628606 3.848299997745159 3.8951654711440815 2.787718360546627 5.057599437732314 6.073298220852172 4.036101993632079 4.736396701422835 4.850887514769167 5.886512846858879
282 Ravenclaw 6.84644287919573 1.6666828796106616 7.637759044512556 1.5041691191964282 1.5148459678460662 3.443079346083362 4.1765677475526255 4.986774275038487 0.26380144975312897 3.7903454936401397
283 Ravenclaw 6.364164794611228 2.9130972763280645 4.1539427619717575 0.4722110905171252 6.623952520813695 2.9896191216621837 4.1842413458903245 6.4378122707533025 4.969772767535822 0.0
284 Ravenclaw 6.709470240997728 5.984941496655345 2.220530551453919 3.0349530979757553 2.783252111182013 2.536464676252033 4.186461817338762 5.622488639665991 6.464937311796973 5.689310175979628
285 Ravenclaw 5.62668740914982 4.7307438504195 4.523892650313049 7.0813267891296 2.1574683365965 5.9508629655760625 3.64400126336691 2.242255681732136 6.6183031290371765 7.582250785217317
286 Ravenclaw 8.035783561403552 3.1005513350883493 4.876552892675485 1.0495231246415528 6.902875325255621 7.135133055541104 3.801097228715541 7.707540403805794 2.077882669148793 2.256541895649139
287 Ravenclaw 6.381988405729189 6.243684786374223 6.218273680892206 9.107245380507969 3.996123423210633 4.378564082953014 2.9462240302669134 7.290776741263471 6.84956851060123 3.922885273283467
288 Ravenclaw 7.145494670883929 5.50315453838386 3.338837030434918 8.638921976495245 6.167486296616113 2.993705418402634 5.305076237622495 6.740416462466192 6.723798872395987 3.9925811383413827
289 Ravenclaw 6.059654674153897 3.5673007682684448 3.510373946324785 2.3961811413534924 3.07216640419161 6.226512693164159 2.8464624506278415 2.4839275398884113 1.8393290705376355 5.453696990669603
290 Ravenclaw 6.773222520814742 4.457242605750961 7.051016836141363 10.0 5.240989183695765 5.886873733821975 3.6845702841024233 6.989877435497719 6.745154017147055 4.00593544986355
291 Ravenclaw 6.019613179267493 5.076784780153222 1.7623562116308589 4.971501311784401 5.565732618152165 3.11130316304256 3.9098655825386888 5.60576437095182 1.4892819070460028 5.511976498504624
292 Ravenclaw 6.5869973089009095 1.1071934534133396 7.752023091441139 9.208455721066832 5.163186694618952 6.046410730431228 4.146471953292246 3.92339284724284 5.900148660266682 5.90309957423837
293 Ravenclaw 5.299654857874282 3.058767820002797 3.2405430292741984 1.3850863417455173 4.431547467624656 5.1918068571998335 2.3892378377655152 7.739661178907273 2.4843232803319224 5.345256812376228
294 Ravenclaw 6.729712796092254 6.9915949793174335 5.237621843549237 2.2148649109237 6.907608841451628 3.603207284984472 3.200831712428805 3.652685591989322 1.9752104218588216 0.6508888161970685
295 Ravenclaw 4.756793442773181 5.174274445286576 5.034098893608595 3.4408283290372674 2.128675293950947 8.138680930527709 4.138334021209081 6.628774003423289 4.8115167323737 7.225082389891265
296 Ravenclaw 6.089717913633418 5.425935151185181 8.271908811378797 4.702524926622188 3.772001036044235 5.949363311498809 3.382984736096178 3.196049696107708 4.496327930787885 8.054480571018717
297 Ravenclaw 7.336692399261294 4.050661190782064 0.6496793026618113 7.549907572242019 5.7130460857269005 1.8967868571472766 4.6643177665988915 5.218495155083563 9.853140541772593 6.3061779670283595
298 Ravenclaw 4.9738657824804084 2.7524232833436106 9.12511846500869 5.167259435194763 4.869571732077448 4.429164116399436 5.4344546185781955 6.350381991112135 3.2256770141007083 5.14759456813512
299 Ravenclaw 6.883995255197322 3.4216864206945896 5.9960750935687575 4.036525204366691 4.832153687209734 3.2818127884846064 3.52937266866314 3.770906174260051 6.44405631372581 3.138764199249054
300 Ravenclaw 7.480228533942225 5.298226081168119 7.877110886402965 2.8221224500906112 7.175398257284114 3.6111167832454467 3.576039567233634 4.79062466506707 7.669937743137653 2.4259953467191755
301 Ravenclaw 5.367964433831723 2.9679214521064905 4.801224233038129 6.007440627332773 8.477824392511934 2.4735147105330966 3.6680522150295656 4.306474209182321 6.331061092964037 0.9441981071126506
